GO	term_name	background_n	foreground_n	expected_n	weight01	weight01_p	fold_enrichment	comparison	set	foreground_total	background_total	foreground_HOGs
GO:0030168	platelet activation	32	0	0.05	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030177	positive regulation of Wnt signaling pat...	108	0	0.18	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030178	negative regulation of Wnt signaling pat...	102	0	0.17	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030182	neuron differentiation	1207	0	2.03	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030183	B cell differentiation	42	0	0.07	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030198	extracellular matrix organization	137	0	0.23	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030201	heparan sulfate proteoglycan metabolic p...	24	0	0.04	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030203	glycosaminoglycan metabolic process	56	0	0.09	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030216	keratinocyte differentiation	36	0	0.06	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030217	T cell differentiation	87	0	0.15	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030218	erythrocyte differentiation	67	0	0.11	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030219	megakaryocyte differentiation	38	0	0.06	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030239	myofibril assembly	78	0	0.13	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030258	lipid modification	131	0	0.22	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030261	chromosome condensation	64	0	0.11	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030262	apoptotic nuclear changes	23	0	0.04	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030278	regulation of ossification	83	0	0.14	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030279	negative regulation of ossification	29	0	0.05	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030282	bone mineralization	37	0	0.06	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030301	cholesterol transport	44	0	0.07	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030307	positive regulation of cell growth	143	0	0.24	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030308	negative regulation of cell growth	96	0	0.16	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030316	osteoclast differentiation	38	0	0.06	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030317	flagellated sperm motility	72	0	0.12	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030323	respiratory tube development	106	0	0.18	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030324	lung development	104	0	0.18	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030326	embryonic limb morphogenesis	67	0	0.11	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030330	DNA damage response, signal transduction...	71	0	0.12	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030334	regulation of cell migration	374	0	0.63	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030335	positive regulation of cell migration	222	0	0.37	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030336	negative regulation of cell migration	106	0	0.18	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030421	defecation	31	0	0.05	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030431	sleep	97	0	0.16	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030488	tRNA methylation	26	0	0.04	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030490	maturation of SSU-rRNA	54	0	0.09	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030500	regulation of bone mineralization	23	0	0.04	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030509	BMP signaling pathway	121	0	0.2	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030510	regulation of BMP signaling pathway	98	0	0.17	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030511	positive regulation of transforming grow...	24	0	0.04	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030512	negative regulation of transforming grow...	32	0	0.05	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030513	positive regulation of BMP signaling pat...	41	0	0.07	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030514	negative regulation of BMP signaling pat...	57	0	0.1	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030516	regulation of axon extension	92	0	0.15	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030517	negative regulation of axon extension	21	0	0.04	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030518	nuclear receptor-mediated steroid hormon...	102	0	0.17	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030520	estrogen receptor signaling pathway	39	0	0.07	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030521	androgen receptor signaling pathway	43	0	0.07	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030522	intracellular receptor signaling pathway	182	0	0.31	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030534	adult behavior	213	0	0.36	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030537	larval behavior	48	0	0.08	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030539	male genitalia development	41	0	0.07	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030595	leukocyte chemotaxis	34	0	0.06	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030641	regulation of cellular pH	47	0	0.08	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030703	eggshell formation	94	0	0.16	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030705	cytoskeleton-dependent intracellular tra...	151	0	0.25	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030706	germarium-derived oocyte differentiation	30	0	0.05	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030707	follicle cell of egg chamber development	289	0	0.49	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030716	oocyte fate determination	34	0	0.06	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030717	oocyte karyosome formation	25	0	0.04	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030718	germ-line stem cell population maintenan...	83	0	0.14	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030727	germarium-derived female germ-line cyst ...	20	0	0.03	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030728	ovulation	31	0	0.05	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030808	regulation of nucleotide biosynthetic pr...	41	0	0.07	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030810	positive regulation of nucleotide biosyn...	21	0	0.04	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030811	regulation of nucleotide catabolic proce...	26	0	0.04	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030832	regulation of actin filament length	107	0	0.18	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030833	regulation of actin filament polymerizat...	97	0	0.16	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030834	regulation of actin filament depolymeriz...	29	0	0.05	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030835	negative regulation of actin filament de...	26	0	0.04	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030837	negative regulation of actin filament po...	31	0	0.05	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030838	positive regulation of actin filament po...	48	0	0.08	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030850	prostate gland development	27	0	0.05	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030855	epithelial cell differentiation	594	0	1	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030856	regulation of epithelial cell differenti...	65	0	0.11	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030857	negative regulation of epithelial cell d...	20	0	0.03	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030858	positive regulation of epithelial cell d...	25	0	0.04	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030859	polarized epithelial cell differentiatio...	25	0	0.04	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030865	cortical cytoskeleton organization	94	0	0.16	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030866	cortical actin cytoskeleton organization	81	0	0.14	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030879	mammary gland development	71	0	0.12	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030900	forebrain development	235	0	0.4	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030901	midbrain development	35	0	0.06	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030902	hindbrain development	106	0	0.18	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030947	regulation of vascular endothelial growt...	20	0	0.03	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030951	establishment or maintenance of microtub...	42	0	0.07	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030952	establishment or maintenance of cytoskel...	51	0	0.09	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030968	endoplasmic reticulum unfolded protein r...	79	0	0.13	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0030970	retrograde protein transport, ER to cyto...	21	0	0.04	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031000	response to caffeine	21	0	0.04	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031016	pancreas development	65	0	0.11	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031018	endocrine pancreas development	37	0	0.06	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031023	microtubule organizing center organizati...	136	0	0.23	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031033	myosin filament organization	24	0	0.04	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031047	regulatory ncRNA-mediated gene silencing	194	0	0.33	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031048	regulatory ncRNA-mediated heterochromati...	24	0	0.04	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031076	embryonic camera-type eye development	27	0	0.05	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031098	stress-activated protein kinase signalin...	178	0	0.3	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031099	regeneration	172	0	0.29	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031100	animal organ regeneration	62	0	0.1	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031102	neuron projection regeneration	63	0	0.11	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031103	axon regeneration	60	0	0.1	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031109	microtubule polymerization or depolymeri...	88	0	0.15	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031110	regulation of microtubule polymerization...	55	0	0.09	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031111	negative regulation of microtubule polym...	30	0	0.05	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031112	positive regulation of microtubule polym...	25	0	0.04	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031113	regulation of microtubule polymerization	36	0	0.06	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031114	regulation of microtubule depolymerizati...	23	0	0.04	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031116	positive regulation of microtubule polym...	21	0	0.04	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031122	cytoplasmic microtubule organization	47	0	0.08	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031123	RNA 3'-end processing	124	0	0.21	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031124	mRNA 3'-end processing	89	0	0.15	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031145	anaphase-promoting complex-dependent cat...	24	0	0.04	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031146	SCF-dependent proteasomal ubiquitin-depe...	37	0	0.06	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031163	metallo-sulfur cluster assembly	21	0	0.04	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031167	rRNA methylation	21	0	0.04	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031175	neuron projection development	832	0	1.4	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031214	biomineral tissue development	51	0	0.09	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031290	retinal ganglion cell axon guidance	23	0	0.04	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031297	replication fork processing	24	0	0.04	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031333	negative regulation of protein-containin...	82	0	0.14	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031334	positive regulation of protein-containin...	151	0	0.25	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031338	regulation of vesicle fusion	42	0	0.07	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031344	regulation of cell projection organizati...	490	0	0.83	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031345	negative regulation of cell projection o...	124	0	0.21	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031346	positive regulation of cell projection o...	286	0	0.48	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031347	regulation of defense response	346	0	0.58	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031348	negative regulation of defense response	116	0	0.2	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031349	positive regulation of defense response	238	0	0.4	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031365	N-terminal protein amino acid modificati...	21	0	0.04	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031396	regulation of protein ubiquitination	136	0	0.23	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031397	negative regulation of protein ubiquitin...	46	0	0.08	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031398	positive regulation of protein ubiquitin...	74	0	0.12	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031399	regulation of protein modification proce...	859	0	1.45	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031400	negative regulation of protein modificat...	351	0	0.59	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031401	positive regulation of protein modificat...	550	0	0.93	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031440	regulation of mRNA 3'-end processing	30	0	0.05	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031445	regulation of heterochromatin formation	23	0	0.04	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031503	protein-containing complex localization	197	0	0.33	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031507	heterochromatin formation	136	0	0.23	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031529	ruffle organization	20	0	0.03	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031570	DNA integrity checkpoint signaling	113	0	0.19	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031571	mitotic G1 DNA damage checkpoint signali...	36	0	0.06	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031577	spindle checkpoint signaling	34	0	0.06	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031589	cell-substrate adhesion	131	0	0.22	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031623	receptor internalization	52	0	0.09	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031644	regulation of nervous system process	66	0	0.11	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031646	positive regulation of nervous system pr...	35	0	0.06	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031647	regulation of protein stability	208	0	0.35	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031648	protein destabilization	29	0	0.05	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031667	response to nutrient levels	416	0	0.7	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031669	cellular response to nutrient levels	189	0	0.32	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031670	cellular response to nutrient	42	0	0.07	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031929	TOR signaling	107	0	0.18	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031960	response to corticosteroid	101	0	0.17	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0031987	locomotion involved in locomotory behavi...	21	0	0.04	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0032006	regulation of TOR signaling	90	0	0.15	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0032007	negative regulation of TOR signaling	38	0	0.06	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0032008	positive regulation of TOR signaling	47	0	0.08	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0032024	positive regulation of insulin secretion	41	0	0.07	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0032042	mitochondrial DNA metabolic process	26	0	0.04	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0032088	negative regulation of NF-kappaB transcr...	29	0	0.05	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0032091	negative regulation of protein binding	54	0	0.09	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0032092	positive regulation of protein binding	53	0	0.09	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0032094	response to food	27	0	0.05	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0032101	regulation of response to external stimu...	510	0	0.86	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0032102	negative regulation of response to exter...	187	0	0.31	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0032103	positive regulation of response to exter...	305	0	0.51	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0032147	activation of protein kinase activity	155	0	0.26	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0032196	transposition	34	0	0.06	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0032197	retrotransposition	33	0	0.06	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0032200	telomere organization	103	0	0.17	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0032201	telomere maintenance via semi-conservati...	22	0	0.04	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0032204	regulation of telomere maintenance	47	0	0.08	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0032205	negative regulation of telomere maintena...	23	0	0.04	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0032206	positive regulation of telomere maintena...	28	0	0.05	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0032210	regulation of telomere maintenance via t...	28	0	0.05	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0032222	regulation of synaptic transmission, cho...	34	0	0.06	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0032228	regulation of synaptic transmission, GAB...	28	0	0.05	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0032231	regulation of actin filament bundle asse...	48	0	0.08	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0032233	positive regulation of actin filament bu...	28	0	0.05	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0032239	regulation of nucleobase-containing comp...	21	0	0.04	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0032252	secretory granule localization	26	0	0.04	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0032253	dense core granule localization	22	0	0.04	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0032259	methylation	184	0	0.31	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0032271	regulation of protein polymerization	135	0	0.23	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0032272	negative regulation of protein polymeriz...	44	0	0.07	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0032273	positive regulation of protein polymeriz...	72	0	0.12	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0032330	regulation of chondrocyte differentiatio...	20	0	0.03	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0032350	regulation of hormone metabolic process	33	0	0.06	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0032355	response to estradiol	91	0	0.15	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0032365	intracellular lipid transport	21	0	0.04	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0032368	regulation of lipid transport	56	0	0.09	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0032370	positive regulation of lipid transport	30	0	0.05	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0032386	regulation of intracellular transport	279	0	0.47	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0032387	negative regulation of intracellular tra...	66	0	0.11	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0032388	positive regulation of intracellular tra...	141	0	0.24	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0032392	DNA geometric change	54	0	0.09	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0032409	regulation of transporter activity	96	0	0.16	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0032410	negative regulation of transporter activ...	28	0	0.05	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0032411	positive regulation of transporter activ...	46	0	0.08	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0032412	regulation of monoatomic ion transmembra...	92	0	0.15	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0032413	negative regulation of ion transmembrane...	26	0	0.04	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0032414	positive regulation of ion transmembrane...	43	0	0.07	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0032418	lysosome localization	31	0	0.05	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0032434	regulation of proteasomal ubiquitin-depe...	122	0	0.21	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
GO:0032435	negative regulation of proteasomal ubiqu...	28	0	0.05	1.0000	1	0	L1_to_L2	concordant_down	12	7127	
